BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6360,23, ,A5,8645 15TH AVENUE, ,11228,1,0,1,1547,1428,1930,1,A5,750000,5/18/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6367,41, ,S1,1728 86TH STREET, ,11214,1,1,2,1342,1920,1931,1,S1,1380000,7/26/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6371,20, ,A9,75 BAY 20TH   STREET, ,11214,1,0,1,2417,1742,1930,1,A9,710000,2/21/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6373,73, ,A1,50 BAY 23RD STREET, ,11214,1,0,1,2417,1672,1930,1,A1,0,1/8/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6380,73, ,S1,8672 BAY PARKWAY, ,11214,1,1,2,1740,2124,1960,1,S1,968000,7/30/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6399,107, ,S1,1655 BATH AVENUE, ,11214,1,1,2,1260,1440,1930,1,S1,750000,3/15/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6460,61, ,A9,286 BAY 10TH STREET, ,11228,1,0,1,1933,1152,1920,1,A9,780000,1/9/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6460,62, ,A9,288 BAY 10TH ST, ,11228,1,0,1,1933,1152,1920,1,A9,0,11/17/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6460,229, ,A5,8900 16TH AVENUE, ,11214,1,0,1,1980,1188,1950,1,A5,844000,11/17/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6460,267, ,A9,304 BAY 10TH STREET, ,11228,1,0,1,1933,1184,1920,1,A9,770000,1/5/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,94, ,A5,275 BAY 14TH STREET, ,11214,1,0,1,1795,1152,1930,1,A5,0,11/3/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,94, ,A5,275 BAY 14TH STREET, ,11214,1,0,1,1795,1152,1930,1,A5,0,9/19/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,127, ,A5,304 BAY 14TH STREET, ,11214,1,0,1,1511,928,1950,1,A5,0,3/27/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,138, ,A5,326 BAY 14TH STREET, ,11214,1,0,1,1511,992,1950,1,A5,0,12/5/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,191, ,A9,8875 16TH AVENUE, ,11214,1,0,1,2132,1188,1940,1,A9,0,6/12/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,191, ,A9,8875 16TH AVENUE, ,11214,1,0,1,2132,1188,1940,1,A9,840000,9/21/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,194, ,A9,273 BAY 14TH   STREET, ,11214,1,0,1,1795,1152,1930,1,A9,885000,3/27/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,301, ,A5,317 BAY 13TH STREET, ,11214,1,0,1,1619,928,1940,1,A5,300000,7/18/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6464,113, ,A9,287 BAY 20TH STREET, ,11214,1,0,1,1551,1320,1940,1,A9,0,5/2/2018
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6466,82, ,A5,242 BAY 23RD STREET, ,11214,1,0,1,1783,1320,1945,1,A5,775000,4/10/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6357,45, ,B1,20 BAY 7TH STREET, ,11228,2,0,2,2320,2160,1930,1,B1,0,6/14/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6359,25, ,B1,25 BAY 8TH STREET, ,11228,2,0,2,2320,2160,1930,1,B1,0,11/1/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6359,25, ,B1,25 BAY 8TH STREET, ,11228,2,0,2,2320,2160,1930,1,B1,1200000,2/14/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6360,28, ,B1,8627 15TH AVENUE, ,11228,2,0,2,2312,2160,1930,1,B1,0,6/14/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6361,2, ,B1,1543 BENSON AVENUE, ,11228,2,0,2,2383,2242,1930,1,B1,1250000,10/11/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6361,7, ,B1,1527 BENSON AVENUE, ,11228,2,0,2,2500,2200,1930,1,B1,0,6/11/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6361,24, ,B3,39 BAY 10TH STREET, ,11228,2,0,2,2135,1622,1930,1,B3,0,11/2/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6361,34, ,B3,13 BAY 10TH STREET, ,11228,2,0,2,2135,1622,1930,1,B3,0,12/7/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6361,54, ,B1,30 BAY 11TH STREET, ,11228,2,0,2,2320,2160,1930,1,B1,1500000,6/27/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6364,11, ,B2,71 BAY 13TH STREET, ,11214,2,0,2,3142,1932,1925,1,B2,0,8/27/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6364,25, ,B1,39 BAY 13TH STREET, ,11214,2,0,2,2167,2952,1899,1,B1,1083000,8/13/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6364,33, ,B1,17 BAY 13TH STREET, ,11214,2,0,2,3250,3327,1960,1,B1,1053333,4/27/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6365,23, ,B9,41 BAY 14TH   STREET, ,11214,2,0,2,2726,1600,1955,1,B9,990000,4/6/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6365,51, ,B1,8618 17TH AVE, ,11214,2,0,2,2167,3060,1910,1,B1,999000,10/2/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6366,26, ,B1,8639 17TH   AVENUE, ,11214,2,0,2,1933,3240,1901,1,B1,0,12/18/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6367,23, ,B3,8647 BAY 16TH STREET, ,11214,2,0,2,1611,1456,1935,1,B3,977000,9/17/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6367,62, ,B3,40 BAY 17TH   STREET, ,11214,2,0,2,4833,2346,1915,1,B3,0,1/13/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6367,66, ,B2,46 BAY 17TH STREET, ,11214,2,0,2,2610,1656,1899,1,B2,950000,11/8/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6368,37, ,S2,8614 18 AVENUE, ,11214,2,1,3,1933,3000,1928,1,S2,0,11/29/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6368,38, ,S2,8618 18TH AVENUE, ,11214,2,1,3,1933,2880,1921,1,S2,0,11/29/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6369,22, ,S2,8659 18TH AVENUE, ,11214,2,1,3,1567,3290,1920,1,S2,0,1/31/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6369,40, ,S2,8613 18TH AVE, ,11214,2,1,3,1910,2880,1927,1,S2,1900000,9/12/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6369,42, ,S2,8609 18TH AVENUE, ,11214,2,1,3,1870,3480,1924,1,S2,2090000,9/13/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6369,72, ,B1,54 BAY 19TH STREET, ,11214,2,0,2,1713,2032,1930,1,B1,1180000,8/30/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6370,64, ,B2,24 BAY 20TH STREET, ,11214,2,0,2,2417,1584,1930,1,B2,980000,8/8/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6370,71, ,B2,42 BAY 20TH STREET, ,11214,2,0,2,3867,1860,1940,1,B2,0,11/28/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6370,73, ,B3,44 BAY 20TH STREET, ,11214,2,0,2,1933,1606,1925,1,B3,990000,5/10/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6371,62, ,B3,8626 19TH AVENUE, ,11214,2,0,2,3867,1860,1930,1,B3,0,7/26/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6372,1, ,B3,104 BAY 22ND STREET, ,11214,2,0,2,1326,2062,1940,1,B3,0,9/7/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6372,6, ,B2,1911 BENSON AVENUE, ,11214,2,0,2,5383,2201,1930,1,B2,1200000,11/21/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6376,75, ,B3,74 BAY 26TH STREET, ,11214,2,0,2,3867,2649,1910,1,B3,0,11/30/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6377,10, ,B3,69 BAY 26TH STREET, ,11214,2,0,2,3867,2408,1901,1,B3,0,6/15/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6378,14, ,B9,8669 21ST   AVENUE, ,11214,2,0,2,1933,2100,1960,1,B9,0,4/5/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6379,74, ,B2,74 BAY 29TH   STREET, ,11214,2,0,2,4833,2845,1899,1,B2,0,12/27/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6391,9, ,B1,8765 14TH AVENUE, ,11228,2,0,2,1701,2025,1950,1,B1,990000,8/17/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6391,12, ,B1,8757 14TH   AVENUE, ,11228,2,0,2,2127,2025,1950,1,B1,0,10/17/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6391,16, ,B9,8745 14TH AVE, ,11228,2,0,2,2288,1701,1950,1,B9,0,10/27/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6392,56, ,B1,120 BAY 8TH   STREET, ,11228,2,0,2,2296,2160,1930,1,B1,1100000,4/2/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6393,68, ,B3,8744 15TH AVENUE, ,11228,2,0,2,1933,1480,1920,1,B3,0,4/28/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6393,69, ,B3,8746 15TH AVENUE, ,11228,2,0,2,1933,1480,1920,1,B3,870000,9/6/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6395,37, ,B3,95 BAY 10TH STREET, ,11228,2,0,2,3253,2660,1925,1,B3,0,5/2/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6396,38, ,B1,1552 BENSON AVENUE, ,11228,2,0,2,1800,2268,1930,1,B1,600000,10/25/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6396,38, ,B1,1552 BENSON AVENUE, ,11228,2,0,2,1800,2268,1930,1,B1,0,12/15/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6396,62, ,B9,8732 16TH AVENUE, ,11214,2,0,2,1933,2160,1960,1,B9,0,5/3/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6396,167, ,B9,8744 16TH AVENUE, ,11214,2,0,2,1933,2160,1960,1,B9,1255000,6/27/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6397,16, ,B1,8745 16TH   AVENUE, ,11214,2,0,2,2925,2160,1925,1,B1,1192044,10/26/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6398,134, ,B1,101 BAY 13TH STREET, ,11214,2,0,2,2167,2953,1960,1,B1,1348000,3/8/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6398,134, ,B1,101 BAY 13TH STREET, ,11214,2,0,2,2167,2953,1960,1,B1,0,9/6/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6399,9, ,S2,1649 BATH AVENUE, ,11214,2,1,3,1283,2520,1930,1,S2,1100000,7/12/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6399,16, ,B3,147 BAY 14TH STREET, ,11214,2,0,2,3792,1178,1930,1,B3,1100000,12/1/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6399,23, ,B2,125 BAY 14TH STREET, ,11214,2,0,2,2167,2268,1925,1,B2,800000,5/23/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6405,37, ,B1,8732 19TH   AVENUE, ,11214,2,0,2,4180,1136,1899,1,B1,1398000,11/10/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6408,16, ,B2,121 BAY 23RD STREET, ,11214,2,0,2,5730,2392,1899,1,B2,1625000,11/22/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6408,18, ,B2,115 BAY 23RD STREET, ,11214,2,0,2,3192,1944,1899,1,B2,900000,12/7/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6409,12, ,B2,8731 20TH AVENUE, ,11214,2,0,2,4833,3213,1899,1,B2,0,4/25/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6409,25, ,B3,8699 20TH AVENUE, ,11214,2,0,2,1740,1979,1910,1,B3,850000,6/22/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6409,31, ,B3,86 BAY 25TH STREET, ,11214,2,0,2,1440,1505,1915,1,B3,0,8/9/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6410,34, ,B3,91 BAY 25TH STREET, ,11214,2,0,2,2900,2080,1925,1,B3,0,7/18/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6412,106, ,B2,2111 BATH AVENUE, ,11214,2,0,2,874,1462,1930,1,B2,975000,5/30/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6424,8, ,B9,1407 CROPSEY AVENUE, ,11228,2,0,2,1885,1765,1935,1,B9,0,4/9/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6424,54, ,B2,190 BAY 7TH STREET, ,11228,2,0,2,1933,2048,1935,1,B2,0,7/13/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6426,15, ,B3,225 BAY 8TH   STREET, ,11228,2,0,2,5800,2620,1935,1,B3,0,4/3/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6426,36, ,B1,179 BAY 8TH   STREET, ,11228,2,0,2,1933,2055,1955,1,B1,1120000,11/13/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6429,15, ,B1,225 BAY 11TH STREET, ,11228,2,0,2,2433,2280,1935,1,B1,1400001,1/23/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6429,38, ,S2,1558 BATH AVENUE, ,11228,2,1,3,1600,4400,1920,1,S2,10,7/9/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6429,39, ,S2,1560 BATH AVENUE, ,11228,2,1,3,1600,4400,1920,1,S2,10,7/9/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6429,64, ,B1,8820 16TH   AVENUE, ,11214,2,0,2,2053,2872,1960,1,B1,0,4/19/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6429,64, ,B1,8820 16TH AVENUE, ,11214,2,0,2,2053,2872,1960,1,B1,0,8/24/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6430,29, ,B9,8791 16TH AVENUE, ,11214,2,0,2,2000,2614,1965,1,B9,0,10/31/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,54, ,B1,8808 17TH   AVENUE, ,11214,2,0,2,2203,2144,1925,1,B1,0,12/7/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6433,9, ,B3,1705 CROPSEY AVENUE, ,11214,2,0,2,1418,1568,1920,1,B3,380000,3/30/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6433,29, ,B3,8791 17TH   AVENUE, ,11214,2,0,2,1837,1470,1920,1,B3,850000,2/1/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6433,34, ,S2,1708 BATH AVENUE, ,11214,2,1,3,1933,3816,1920,1,S2,0,10/12/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6434,4, ,B3,1745 CROPSEY AVENUE, ,11214,2,0,2,1564,1740,1930,1,B3,915000,5/16/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6440,31, ,S2,1932 BATH AVENUE, ,11214,2,1,3,2175,4400,1920,1,S2,1545000,12/1/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6440,49, ,B1,204 BAY 23RD STREET, ,11214,2,0,2,1953,3240,1901,1,B1,0,8/27/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6445,1, ,B1,2121 CROPSEY AVENUE, ,11214,2,0,2,2925,2406,1925,1,B1,0,11/2/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6445,24, ,B1,8779 21 AVENUE, ,11214,2,0,2,5800,3342,1910,1,B1,1855000,8/8/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6447,44, ,B3,8800 BAY PARKWAY, ,11214,2,0,2,4833,3000,1920,1,B3,3500000,5/22/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6459,19, ,B9,307 BAY 8TH STREET, ,11228,2,0,2,1442,1640,1925,1,B9,920000,12/26/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,25, ,B9,8891 15TH AVENUE, ,11228,2,0,2,3867,798,1950,1,B9,1270000,4/24/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,146, ,B1,308 BAY 11TH STREET, ,11228,2,0,2,1885,1729,1955,1,B1,998000,8/9/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,167, ,B1,321 BAY 11TH STREET, ,11228,2,0,2,2301,2128,1950,1,B1,1135000,11/29/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,301, ,B3,347 BAY 10TH STREET, ,11228,2,0,2,2371,2055,1950,1,B3,0,4/16/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,317, ,B3,352 BAY 10 STREET, ,11228,2,0,2,2742,1870,1950,1,B3,1420000,12/8/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6461,103, ,B3,255 BAY 14TH   STREET, ,11214,2,0,2,1827,1152,1930,1,B3,930000,1/11/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6461,329, ,B3,334 BAY 13TH STREET, ,11214,2,0,2,2023,1240,1945,1,B3,0,5/23/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6462,7, ,B9,8863 17 AVENUE, ,11214,2,0,2,1920,2280,1960,1,B9,0,6/12/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6462,9, ,B9,8857 17TH   AVENUE, ,11214,2,0,2,1920,2280,1960,1,B9,500000,1/23/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6463,71, ,B1,88-82 18TH AVENUE, ,11214,2,0,2,1658,1320,1950,1,B1,0,7/16/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6463,74, ,B1,8888 18TH AVENUE, ,11214,2,0,2,1657,1320,1950,1,B1,995000,8/14/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6463,81, ,B1,8904 18TH AVENUE, ,11214,2,0,2,1763,1320,1950,1,B1,860000,8/31/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6463,82, ,B1,8906 18TH   AVENUE, ,11214,2,0,2,1780,1320,1950,1,B1,970000,1/29/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6463,118, ,B1,8871 18TH AVENUE, ,11214,2,0,2,1810,1320,1950,1,B1,975000,6/6/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,37, ,B3,252 BAY 20TH STREET, ,11214,2,0,2,2200,1554,1940,1,B3,917000,7/27/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,44, ,B3,268 BAY 20TH STREET, ,11214,2,0,2,1800,1485,1940,1,B3,0,5/8/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,57, ,B1,296 BAY 20TH STREET, ,11214,2,0,2,2292,1863,1940,1,B1,970000,9/12/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,110, ,B3,293 BAY 20 ST, ,11214,2,0,2,1745,1782,1940,1,B3,880000,12/21/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,135, ,B9,237 BAY 20TH, ,11214,2,0,2,1933,1578,1940,1,B9,0,3/8/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,136, ,B9,235 BAY 20TH STREET, ,11214,2,0,2,1933,1578,1940,1,B9,0,3/1/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,7, ,B9,242 BAY 22ND   STREET, ,11214,2,0,2,2127,1652,1940,1,B9,882500,12/1/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,18, ,B9,274 BAY 22ND STREET, ,11215,2,0,2,3147,1888,1940,1,B9,995000,11/27/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,83, ,B3,8867 19TH AVENUE, ,11214,2,0,2,1547,1584,1940,1,B3,0,2/5/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,90, ,B3,8853 19TH AVENUE, ,11214,2,0,2,1740,1782,1940,1,B3,0,3/2/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,100, ,B3,8829 19TH AVENUE, ,11214,2,0,2,2127,1631,1940,1,B3,900000,2/14/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,55, ,B9,1947 20TH DRIVE, ,11214,2,0,2,1978,1673,1945,1,B9,995000,9/20/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,61, ,B9,261 BAY 22ND STREET, ,11214,2,0,2,2253,1673,1945,1,B9,950000,7/27/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,71, ,B3,233 BAY 22 STREET, ,11214,2,0,2,2178,1557,1945,1,B3,0,4/10/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,71, ,B3,233 BAY 22ND STREET, ,11214,2,0,2,2178,1557,1945,1,B3,940000,5/24/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,73, ,B9,229 BAY 22ND   STREET, ,11214,2,0,2,2178,1673,1945,1,B9,0,4/24/2018
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6468,4, ,B9,8882 20TH   AVENUE, ,11214,2,0,2,1980,1993,1945,1,B9,740000,12/14/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6468,15, ,B9,8914 20TH AVENUE, ,11214,2,0,2,2280,1993,1945,1,B9,0,11/18/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6485,82, ,B1,1117 SHORE PARKWAY, ,11228,2,0,2,2063,2024,1899,1,B1,1240000,9/13/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6357,17, ,C0,8639 14TH AVENUE, ,11228,3,0,3,2320,2160,1930,1,C0,1300000,8/15/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6359,12, ,C0,57 BAY 8TH   STREET, ,11228,3,0,3,2320,2160,1930,1,C0,1150000,3/22/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6362,57, ,C0,8634 16TH AVENUE, ,11214,3,0,3,2272,3420,1935,1,C0,0,5/1/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6362,71, ,C0,8666 16TH AVENUE, ,11214,3,0,3,1533,3340,1899,1,C0,0,2/13/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6365,68, ,C0,8660 17TH AVENUE, ,11214,3,0,3,2094,2352,1920,1,C0,1300000,4/3/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6370,16, ,C0,91 BAY 19TH STREET, ,11214,3,0,3,1187,1440,1925,1,C0,0,2/15/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6374,43, ,C0,19 BAY 23RD STREET, ,11214,3,0,3,3867,3785,1910,1,C0,0,10/26/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6374,86, ,C0,8676 20TH AVENUE, ,11214,3,0,3,3385,3251,1925,1,C0,0,3/6/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6376,18, ,C0,57 BAY 25TH STREET, ,11214,3,0,3,2900,2272,1988,1,C0,0,1/26/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6376,18, ,C0,57 BAY 25TH STREET, ,11214,3,0,3,2900,2272,1988,1,C0,0,1/26/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6378,16, ,C0,8665 21ST AVENUE, ,11214,3,0,3,2900,3696,1968,1,C0,0,6/11/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6378,35, ,C0,8615 21ST AVENUE, ,11214,3,0,3,2030,3160,1960,1,C0,0,8/31/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6379,34, ,C0,15 BAY 28TH   STREET, ,11214,3,0,3,2900,3327,1960,1,C0,0,2/27/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6394,47, ,C0,96 BAY 10TH STREET, ,11228,3,0,3,2707,1762,1920,1,C0,1250000,3/5/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6394,57, ,C0,126 BAY 10TH   STREET, ,11228,3,0,3,2320,2000,1940,1,C0,0,12/11/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6397,1, ,C0,168 BAY 13TH STREET, ,11214,3,0,3,4833,4125,1995,1,C0,0,2/1/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6398,19, ,C0,139 BAY 13TH STREET, ,11214,3,0,3,3250,3327,1965,1,C0,1750000,7/16/2018
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6399,67, ,C0,8746 17TH   AVENUE, ,11214,3,0,3,5742,4194,1915,1,C0,1300000,10/23/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6400,61, ,C0,8691 17TH AVENUE, ,11214,3,0,3,3770,2592,1905,1,C0,0,6/20/2018
