BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5591,1704, ,R1,1043 42ND STREET,4,11219,1,0,1,0,0,2015,2,R1,557868,8/23/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5591,1706, ,R1,1043 42ND STREET,6,11219,1,0,1,0,0,2015,2,R1,500000,7/25/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5591,1708, ,R1,1043 42ND STREET,8,11219,1,0,1,0,0,2015,2,R1,450000,7/26/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5592,1901, ,R1,1128 41ST STREET,1,11218,1,0,1,0,0,2003,2,R1,0,11/24/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5593,1302, ,R1,1251 42ND STREET,2,11219,1,0,1,0,0,0,2,R1,975000,9/4/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5593,1405, ,R1,1249 42ND   STREET,5,11219,1,0,1,0,0,2001,2,R1,940000,1/8/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5593,2002, ,R1,1224 41 STREET,2,11218,1,0,1,0,0,2017,2,R1,1578287,8/15/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5593,2004, ,R1,1224 41ST STREET,4,11218,1,0,1,0,0,2017,2,R1,949900,1/2/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5593,2006, ,R1,1224 41ST STREET,6,11218,1,0,1,0,0,2017,2,R1,1500000,10/17/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5595,1003, ,R1,965 43RD STREET,1B,11219,1,0,1,0,0,2016,2,R1,425880,2/28/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5595,1004, ,R1,965 43RD   STREET,2A,11219,1,0,1,0,0,2016,2,R1,354900,2/7/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5595,1005, ,R1,965 43RD STREET,2B,11219,1,0,1,0,0,2016,2,R1,436020,3/6/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5595,1006, ,R1,965 43RD STREET,3A,11219,1,0,1,0,0,2016,2,R1,466440,3/6/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5595,1007, ,R1,965 43RD   STREET,3B,11219,1,0,1,0,0,2016,2,R1,456300,3/22/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5595,1008, ,R1,965 43RD STREET,4A,11219,1,0,1,0,0,2016,2,R1,439062,7/6/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5595,1009, ,R1,965 43RD   STREET,4B,11219,1,0,1,0,0,2016,2,R1,413712,4/12/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5595,1010, ,R1,965 43RD STREET,4C,11219,1,0,1,0,0,2016,2,R1,491790,8/14/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1001, ,R1,1048 42ND   STREET,1,11219,1,0,1,0,0,2014,2,R1,840056,12/19/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1002, ,R1,1048 42ND   STREET,2,11219,1,0,1,0,0,2014,2,R1,499999,12/4/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1003, ,R1,1048 42ND   STREET,3,11219,1,0,1,0,0,2014,2,R1,679547,1/24/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1004, ,R1,1048 42ND   STREET,4,11219,1,0,1,0,0,2014,2,R1,626223,12/18/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1101, ,R1,1046 42ND   STREET,1,11219,1,0,1,0,0,2014,2,R1,885877,1/30/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1102, ,R1,1046 42ND   STREET,2,11219,1,0,1,0,0,2014,2,R1,496860,2/21/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1103, ,R1,1046 42ND STREET,3,11219,1,0,1,0,0,2014,2,R1,476580,12/21/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1104, ,R1,1046 42 STREET,4,11219,1,0,1,0,0,2014,2,R1,565000,12/26/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1201, ,R1,1044 42ND   STREET,1,11219,1,0,1,0,0,2014,2,R1,864494,2/15/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1201, ,R1,1044 42ND STREET,1,11219,1,0,1,0,0,2014,2,R1,0,6/29/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1202, ,R1,1044 42,2,11219,1,0,1,0,0,2014,2,R1,646588,12/27/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1203, ,R1,1044 42ND STREET,3,11219,1,0,1,0,0,2014,2,R1,575311,12/28/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5596,1204, ,R1,1044 42,4,11219,1,0,1,0,0,2014,2,R1,576329,12/13/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5597,1401, ,R1,1176 42ND STREET,1,11219,1,0,1,0,0,2015,2,R1,990000,5/9/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5597,1402, ,R1,1176 42ND STREET,2,11219,1,0,1,0,0,2015,2,R1,840332,3/23/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5597,1403, ,R1,1176 42ND STREET,3,11219,1,0,1,0,0,2015,2,R1,840332,5/16/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5597,1404, ,R1,1176 42ND STREET,4,11219,1,0,1,0,0,2015,2,R1,820000,3/27/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5597,1502, ,R1,1178 42ND   STREET,2,11219,1,0,1,0,0,2015,2,R1,850238,3/29/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5597,1503, ,R1,1178 42ND STREET,3,11219,1,0,1,0,0,2015,2,R1,722000,4/10/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5597,1503, ,R1,1178 42ND   STREET,3,11219,1,0,1,0,0,2015,2,R1,0,4/25/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5597,1503, ,R1,1178 42ND STREET,3,11219,1,0,1,0,0,2015,2,R1,0,5/3/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5597,1504, ,R1,1178 42ND STREET,4,11219,1,0,1,0,0,2015,2,R1,840332,6/12/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5598,1301, ,R1,1252 42ND STREET,1,11219,1,0,1,0,0,2001,2,R1,1420000,5/29/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5598,2003, ,R1,4215 12TH AVENUE,3,11219,1,0,1,0,0,0,2,R1,0,10/30/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5598,2003, ,R1,4215 12TH AVENUE,3,11219,1,0,1,0,0,0,2,R1,999000,11/29/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5598,2004, ,R1,4215 12TH AVENUE,4,11219,1,0,1,0,0,0,2,R1,0,10/30/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5598,2202, ,R1,1238 42ND STREET,2A,11219,1,0,1,0,0,0,2,R1,790000,3/16/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5598,2501, ,R1,1225 43RD STREET,1,11219,1,0,1,0,0,2008,2,R1,1162793,6/28/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5598,2604, ,R1,1227 43RD ST,4,11219,1,0,1,0,0,2008,2,R1,0,6/25/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5602,1007, ,R1,4319 10TH AVENUE,G,11219,1,0,1,0,0,1924,2,R1,589000,8/2/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5603,1003, ,R1,4312 12TH   AVENUE,3C,11219,1,0,1,0,0,1997,2,R1,0,12/1/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5603,1003, ,R1,4312 12TH   AVENUE,3C,11219,1,0,1,0,0,1997,2,R1,0,2/6/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5603,1103, ,R1,4314 12TH AVENUE,3C,11219,1,0,1,0,0,1998,2,R1,750000,2/12/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5606,1008, ,R1,1444 43RD   STREET,3D,11219,1,0,1,0,0,0,2,R1,0,11/23/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5609,1302, ,R1,4406 12TH AVENUE,2,11219,1,0,1,0,0,2007,2,R1,0,7/23/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5609,1503, ,R1,1190 44TH   STREET,3,11219,1,0,1,0,0,2014,2,R1,0,2/6/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5609,1503, ,R1,1190 44TH STREET,3,11219,1,0,1,0,0,2014,2,R1,0,5/9/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5610,1503, ,R1,1230 44TH   STREET,3,11219,1,0,1,0,0,2013,2,R1,0,2/12/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5615,1501, ,R1,4506 12TH AVENUE,1A,11219,1,0,1,0,0,2013,2,R1,700000,3/26/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5618,1606, ,R1,1479 46TH STREET,3L,11219,1,0,1,0,0,2015,2,R1,0,3/7/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5623,1801, ,R1,1346 46TH STREET,1L,11219,1,0,1,0,0,2017,2,R1,900000,9/4/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5623,1804, ,R1,1346 46TH STREET,2R,11219,1,0,1,0,0,2017,2,R1,725000,3/27/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5623,1805, ,R1,1346 46TH STREET,3L,11219,1,0,1,0,0,2017,2,R1,573274,4/25/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5623,1806, ,R1,1346 46TH STREET,3R,11219,1,0,1,0,0,2017,2,R1,560037,3/26/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5623,1808, ,R1,1346 46TH STREET,4R,11219,1,0,1,0,0,2017,2,R1,610950,9/17/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5624,1101, ,R1,1422 46TH STREET,1,11219,1,0,1,0,0,2003,2,R1,995000,7/26/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5624,1204, ,R1,1473 47TH ST,4,11219,1,0,1,0,0,2015,2,R1,0,8/9/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5624,1502, ,R1,1456 46 STREET,2,11219,1,0,1,0,0,2017,2,R1,999900,1/22/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5624,1504, ,R1,1456 46 STREET,4,11219,1,0,1,0,0,2017,2,R1,2000000,11/16/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5628,2003, ,R1,1244 47TH STREET,3,11219,1,0,1,0,0,2008,2,R1,0,12/31/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5628,2004, ,R1,1244 47TH   STREET,4,11219,1,0,1,0,0,2008,2,R1,535000,10/3/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5628,2004, ,R1,1244 47TH STREET,4,11219,1,0,1,0,0,2008,2,R1,0,7/30/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5630,1001, ,R1,1414 47TH STREET,1A,11219,1,0,1,0,0,2015,2,R1,865512,3/19/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5630,1003, ,R1,1414 47TH   STREET,2,11219,1,0,1,0,0,2015,2,R1,700000,1/11/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5630,1004, ,R1,1414 47TH STREET,3,11219,1,0,1,0,0,2015,2,R1,850000,3/20/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5634,1604, ,R1,1255 49TH STREET,2B,11219,1,0,1,0,0,2013,2,R1,775000,8/21/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5634,1802, ,R1,1232 48TH STREET,1,11219,1,0,1,0,0,2016,2,R1,1496827,1/26/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5634,1805, ,R1,1232 48 STREET,4,11219,1,0,1,0,0,2016,2,R1,1275000,12/1/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5634,1902, ,R1,1230 48TH STREET,1,11219,1,0,1,0,0,2016,2,R1,1476462,2/15/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5634,1903, ,R1,1230 48 STREET,2,11219,1,0,1,0,0,2016,2,R1,850000,10/2/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5638,1003, ,R1,901 50TH   STREET,2A,11219,1,0,1,0,0,1920,2,R1,385320,3/30/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5638,1004, ,R1,901 50TH   STREET,2B,11219,1,0,1,0,0,1920,2,R1,375180,4/27/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5638,1005, ,R1,901 50TH   STREET,3A,11219,1,0,1,0,0,1920,2,R1,387348,4/17/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5641,1403, ,R1,1248 49TH STREET,2A,11219,1,0,1,0,0,2013,2,R1,0,2/27/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5641,1406, ,R1,1248 49TH   STREET,3B,11219,1,0,1,0,0,2013,2,R1,0,2/22/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5644,1002, ,R1,844 50TH STREET,1B,11220,1,0,1,0,0,2002,2,R1,0,12/8/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5648,1402, ,R1,1244 50TH   STREET,2,11219,1,0,1,0,0,1998,2,R1,0,11/17/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5658,1004, ,R1,821 53RD STREET,2B,11220,1,0,1,0,0,1920,2,R1,395460,5/7/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5658,1005, ,R1,821 53RD STREET,3A,11220,1,0,1,0,0,1920,2,R1,436020,5/17/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5658,1006, ,R1,821 53RD STREET,3B,11220,1,0,1,0,0,1920,2,R1,405600,5/10/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5658,1007, ,R1,821 53RD STREET,4A,11220,1,0,1,0,0,1920,2,R1,395460,5/3/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5658,1008, ,R1,821 53RD STREET,4B,11220,1,0,1,0,0,1920,2,R1,395460,8/21/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5658,1009, ,R1,821 53RD STREET,5C,11220,1,0,1,0,0,1920,2,R1,273780,5/7/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5658,1010, ,R1,821 53RD STREET,5D,11220,1,0,1,0,0,1920,2,R1,223080,5/10/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5661,1302, ,R1,1159 53RD STREET,2,11219,1,0,1,0,0,1920,2,R1,1050000,12/20/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5661,1304, ,R1,1159 53RD STREET,4,11219,1,0,1,0,0,1920,2,R1,875000,10/24/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5664,1502, ,R1,1430 52ND STREET,2,11219,1,0,1,0,0,2016,2,R1,865797,12/1/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5664,1503, ,R1,1430 52ND   STREET,3,11219,1,0,1,0,0,2016,2,R1,858156,10/25/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5664,1504, ,R1,1430 52ND STREET,4,11219,1,0,1,0,0,2016,2,R1,865797,10/16/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5671,1301, ,R1,1441 54TH   STREET,1,11219,1,0,1,0,0,1975,2,R1,0,4/27/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5673,1003, ,R1,947 55TH STREET,3A,11219,1,0,1,0,0,2009,2,R1,270000,12/26/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5685,1405, ,R1,5506 15TH AVENUE,5,11219,1,0,1,0,0,2012,2,R1,1098081,4/30/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5685,1504, ,R1,1430 55TH STREET,4,11219,1,0,1,0,0,2016,2,R1,990000,11/7/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5691,1102, ,R1,1347 57TH STREET,2,11219,1,0,1,0,0,1932,2,R1,0,10/19/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5705,1203, ,R1,5803 13TH AVENUE,3A,11219,1,0,1,0,0,1997,2,R1,969000,1/30/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6548,1003, ,R1,22-45 60TH STREET,2B,11204,1,0,1,0,0,1999,2,R1,520000,1/24/2018
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6557,1004, ,R1,2370 62ND   STREET,4,11204,1,0,1,0,0,0,2,R1,699000,12/19/2017
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,742,1003, ,R8,869 45TH STREET,1C,11220,0,1,1,0,0,2014,2,R8,229106,12/12/2017
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,742,1103, ,R8,867 45TH STREET,1C,11220,0,1,1,0,0,2014,2,R8,229106,12/12/2017
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5380,1705, ,R8,1602 42ND   STREET,P1,11204,0,1,1,0,0,2016,2,R8,0,10/25/2017
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5593,1505, ,R8,1229 42ND   STREET,A,11219,0,1,1,0,0,2004,2,R8,50000,12/20/2017
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5595,1001, ,R8,965 43RD   STREET,1C,11219,0,1,1,0,0,2016,2,R8,173102,3/22/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5595,1002, ,R8,965 43RD   STREET,1A,11219,0,1,1,0,0,2016,2,R8,132372,3/22/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5622,1002, ,R8,1205 47TH STREET,2,11219,0,1,1,0,0,0,2,R8,499000,2/14/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5623,1810, ,R8,1346 46TH STREET,S2,11219,0,1,1,0,0,2017,2,R8,0,3/27/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5623,1812, ,R8,1346 46TH   STREET,S4,11219,0,1,1,0,0,2017,2,R8,0,3/26/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5623,1813, ,R8,1346 46TH STREET,S5,11219,0,1,1,0,0,2017,2,R8,0,4/25/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5624,1501, ,R8,1456 46 STREET,C,11219,0,1,1,0,0,2017,2,R8,1150000,11/16/2017
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5637,1201, ,R8,824 49TH   STREET,CFA,11220,0,1,1,0,0,2009,2,R8,0,1/18/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5637,1202, ,R8,824 49TH   STREET,CFB,11220,0,1,1,0,0,2009,2,R8,0,1/18/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5665,1201, ,R8,827 54TH   STREET,CU1,11220,0,1,1,0,0,1910,2,R8,0,1/17/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5665,1202, ,R8,827 54TH   STREET,CU2,11220,0,1,1,0,0,1910,2,R8,0,1/17/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,5671,1201, ,R8,1437 54TH STREET,1,11219,0,1,1,0,0,2002,2,R8,2800000,7/2/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,4,5708,1101, ,RA,943 60TH STREET,C1,11219,0,0,1,0,0,2015,2,R8,1030250,8/16/2018
3,BOROUGH PARK,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,4,5708,1102, ,RA,943 60TH STREET,1A,11219,0,0,1,0,0,2015,2,R8,855107,7/3/2018
3,BOROUGH PARK,21 OFFICE BUILDINGS                        ,4,5531,6, ,O7,1602 62ND   STREET, ,11204,0,2,2,13000,11630,1925,4,O7,0,11/30/2017
3,BOROUGH PARK,21 OFFICE BUILDINGS                        ,4,5691,13, ,O2,5608 NEW UTRECHT AVENUE, ,11219,0,2,2,1476,1880,1931,4,O2,975000,7/26/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5365,7, ,K4,3907 15TH AVENUE, ,11218,1,1,2,1875,2240,1930,4,K4,499000,12/18/2017
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5365,44, ,K4,1583 40TH   STREET, ,11218,0,2,2,1440,2880,1930,4,K4,0,3/29/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5365,44, ,K4,1583 40TH   STREET, ,11218,0,2,2,1440,2880,1930,4,K4,1070000,3/29/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5511,46, ,K4,5922 18TH   AVENUE, ,11204,2,4,6,4416,9228,1931,4,K4,4200000,2/14/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5530,25, ,K9,1546 62ND STREET, ,11219,0,1,1,16000,16000,1931,4,K9,5550000,10/31/2017
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5539,54, ,K2,6320 18TH   AVENUE, ,11204,1,2,3,1320,2500,1931,4,K2,1700000,1/18/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5540,7, ,K2,6307 18TH AVENUE, ,11204,0,2,2,2000,3375,1931,4,K2,1850000,6/1/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5589,40, ,K1,4004 13TH AVE, ,11218,0,6,6,6000,6011,1930,4,K1,350000,2/1/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5589,44, ,K1,4012 13TH   AVENUE, ,11218,0,5,5,6500,6500,1930,4,K1,0,11/30/2017
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5596,41, ,K5,4202/12 42ND   STREET, ,0,0,0,0,14160,0,0,4,K5,5337500,12/18/2017
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5599,4, ,K4,4213 13TH AVENUE, ,11219,2,2,4,1600,3600,1930,4,K4,0,6/5/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5606,6, ,K4,4309 14TH AVE, ,11219,0,2,2,2000,3000,1930,4,K4,976453,1/31/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5614,65, ,K4,4514 11TH AVENUE, ,11219,2,1,3,1600,4600,1930,4,K4,0,5/30/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5623,2, ,K2,4621 13TH   AVENUE, ,11219,0,2,2,1600,2480,1920,4,K2,1150000,11/7/2017
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5627,36, ,K4,4721 NEW UTRECHT AVENUE, ,11219,1,1,2,1800,2501,1931,4,K4,0,7/1/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5628,36, ,K2,4704 13TH AVENUE, ,11219,0,1,1,1002,1792,1922,4,K2,995000,3/27/2018
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5629,6, ,K4,4711 13TH AVENUE, ,11219,2,1,3,1933,4256,1931,4,K4,0,7/26/2018
